"adverb_type","part1","part2","Year","Sex","Class","Role"
"other","very","drunk",1802,"m","Higher class","lawyer"
"other","so","drunk",1802,"m","Higher class","lawyer"
"other","very","drunk",1802,"m","Higher class","lawyer"
"other","more","convenient",1802,"m","Higher class","lawyer"
"other","very","unusual",1802,"m","Higher class","lawyer"
"other","very","good",1802,"m","Higher class","lawyer"
"other","very","wet",1802,"m","Higher class","lawyer"
"other","so","particular",1802,"m","Higher class","lawyer"
"other","so","sensible",1802,"m","Higher class","lawyer"
"other","very","supposed",1802,"m","Higher class","lawyer"
"other","quite","impossible",1802,"m","Higher class","lawyer"
"ly ending","perfectly","contrite",1802,"m","Higher class","lawyer"
"other","quite","sober",1802,"m","Higher class","lawyer"
"other","very","great",1802,"m","Higher class","lawyer"
"other","quite","sure",1802,"m","Higher class","lawyer"
"other","quite","sure",1802,"m","Higher class","lawyer"
"other","quite","sober",1802,"m","Higher class","lawyer"
"other","very","drunk",1802,"m","Higher class","lawyer"
"other","quite","sure",1802,"m","Higher class","lawyer"
"other","quite","sure",1802,"m","Higher class","lawyer"
"other","quite","sure",1802,"m","Higher class","lawyer"
"other","very","dark",1802,"m","Higher class","lawyer"
"other","so","good",1802,"m","Higher class","lawyer"
"other","quite","sure",1802,"m","Higher class","lawyer"
"ly ending","perfectly","sure",1802,"m","Higher class","judge"
"other","so","dark",1802,"m","Higher class","judge"
"other","so","exactly-",1802,"m","Higher class","judge"
"ly ending","perfectly","sober",1802,"m","Higher class","judge"
"other","too","big",1802,"m","Higher class","judge"
"ly ending","perfectly","satisfied",1802,"m","Higher class","judge"
"other","so","kind",1802,"m","Higher class","judge"
"other","quite","sober",1802,"m","Higher class","judge"
"other","very","close",1802,"m","Higher class","judge"
"other","quite","sober",1802,"m","Higher class","judge"
"other","so","stunned",1802,"m","Higher class","judge"
"other","very","valuable",1802,"m","Higher class","judge"
"other","very","positive",1802,"m","Higher class","judge"
"other","so","certain",1802,"m","Higher class","judge"
"other","very","correct",1802,"m","Higher class","witness"
"other","more","remarkable",1802,"m","Higher class","witness"
"other","very","different",1802,"f","Higher class","witness"
"other","very","curious",1802,"m","Higher class","victim"
"other","very","good",1802,"m","Higher class","victim"
"other","very","honest",1802,"m","Higher class","victim"
"other","very","indifferent",1802,"m","Higher class","witness"
"other","very","honest",1802,"m","Higher class","witness"
"other","very","suspicious",1802,"m","Higher class","witness"
"other","very","singular",1802,"m","Higher class","witness"
"other","wide","open",1802,"m","Higher class","victim"
"ly ending","perfectly","sure",1802,"m","Higher class","victim"
"other","quite","sure",1802,"m","Higher class","victim"
"ly ending","Perfectly","sober",1802,"m","Higher class","victim"
"other","so","disguised",1802,"m","Higher class","witness"
"ly ending","extremely","fond",1802,"m","Higher class","witness"
"other","very","certain",1802,"m","Higher class","witness"
"other","quite","sure",1802,"m","Higher class","victim"
"other","very","particular",1802,"m","Higher class","victim"
"other","quite","naked",1802,"f","Higher class","witness"
"other","so","short",1802,"m","Higher class","witness"
"other","so","mouldy",1802,"m","Higher class","defendant"
"other","so","dirty",1802,"m","Higher class","witness"
"other","quite","full",1802,"m","Higher class","victim"
"other","very","late",1802,"m","Higher class","victim"
"other","very","odd",1802,"m","Higher class","victim"
"other","so","frightened",1802,"f","Lower class","witness"
"other","very","crabbed",1802,"f","Lower class","witness"
"other","very","tipsy",1802,"m","Lower class","witness"
"other","more","fashionable",1802,"m","Lower class","witness"
"other","quite","drunk",1802,"m","Lower class","witness"
"other","very","sore",1802,"m","Lower class","witness"
"other","very","serious",1802,"m","Lower class","victim"
"other","so","dark",1802,"m","Higher class","witness"
"other","very","odd",1802,"m","Higher class","witness"
"other","more","plain",1802,"m","Higher class","witness"
"ly ending","exceedingly","dirty",1802,"m","Higher class","witness"
"other","more","easy",1802,"m","Higher class","witness"
"ly ending","exceedingly","black",1802,"m","Higher class","witness"
"other","so","black",1802,"m","Higher class","witness"
"other","more","finished",1802,"m","Higher class","witness"
"other","quite","white",1802,"m","Higher class","witness"
"other","very","strong",1802,"m","Higher class","witness"
"other","very","strong",1802,"m","Higher class","witness"
"other","very","material",1802,"m","Higher class","witness"
"other","much","discoloured",1802,"m","Higher class","witness"
"other","very","ill",1802,"m","Higher class","witness"
"other","most","likely",1802,"m","Higher class","witness"
"other","very","stupid",1802,"m","Higher class","witness"
"other","very","frightened",1802,"m","Higher class","witness"
"other","very","unwilling",1802,"m","Higher class","witness"
"other","very","sorry",1802,"m","Higher class","witness"
"other","very","sorry",1802,"m","Higher class","witness"
"other","very","sure",1802,"m","Higher class","witness"
"other","very","positive",1802,"m","Higher class","witness"
"other","very","intimate",1802,"m","Higher class","witness"
"other","very","quiet",1802,"m","Higher class","witness"
"other","so","dark",1802,"m","Lower class","witness"
"other","very","humane",1802,"m","Lower class","witness"
"other","very","near",1802,"m","Lower class","witness"
"other","quite","dark",1802,"m","Lower class","witness"
"other","quite","voluntary",1802,"m","Lower class","victim"
"other","so","frightened",1802,"f","Lower class","victim"
"other","very","critical",1802,"f","Lower class","victim"
"other","very","dark",1802,"m","Lower class","victim"
"other","very","great",1802,"m","Lower class","victim"
"other","very","good",1802,"m","Lower class","witness"
"other","very","dearest",1802,"m","Lower class","victim"
"other","very","warm",1802,"m","Lower class","victim"
"other","very","neglecsful",1802,"m","Lower class","witness"
"other","Very","likely",1802,"m","Lower class","victim"
"other","more","resolute",1802,"m","Lower class","victim"
"ly ending","positively","sure",1802,"m","Lower class","victim"
"other","very","narrow",1802,"m","Lower class","victim"
"other","very","narrow",1802,"m","Lower class","victim"
"other","very","quick",1802,"m","Lower class","victim"
"other","very","collected",1802,"m","Lower class","victim"
"other","very","customary",1802,"m","Lower class","witness"
"other","so","frightened",1802,"m","Lower class","victim"
"other","very","short",1802,"m","Lower class","victim"
"other","very","great",1802,"m","Lower class","witness"
"other","so","attentive",1802,"m","Lower class","witness"
"other","well","pleased",1802,"m","Lower class","witness"
"other","very","short",1802,"m","Lower class","witness"
"other","very","great",1802,"m","Lower class","witness"
"other","quite","sober",1802,"m","Lower class","victim"
"other","too","late",1802,"m","Lower class","witness"
"other","very","ill",1802,"m","Lower class","witness"
"other","very","wrong",1802,"m","Lower class","witness"
"other","so","great",1803,"m","Higher class","witness"
"other","very","bad",1803,"m","Higher class","witness"
"other","too","quick",1803,"f","Higher class","witness"
"other","quite","insane",1803,"f","Higher class","defendant"
"other","quite","sure",1803,"m","Higher class","lawyer"
"other","very","extraordinary",1803,"m","Higher class","lawyer"
"other","quite","open",1803,"m","Higher class","lawyer"
"other","more","open",1803,"m","Higher class","lawyer"
"other","very","small",1803,"m","Higher class","lawyer"
"ly ending","positively","sure",1803,"m","Higher class","lawyer"
"other","very","excellent",1803,"m","Higher class","lawyer"
"other","so","good",1803,"m","Higher class","lawyer"
"other","quite","sure",1803,"m","Higher class","lawyer"
"other","so","good",1803,"m","Higher class","lawyer"
"ly ending","largely","concerned",1803,"m","Higher class","lawyer"
"other","so","good",1803,"m","Higher class","lawyer"
"other","very","fond",1803,"m","Higher class","lawyer"
"other","quite","insensible",1803,"m","Higher class","lawyer"
"other","very","strange",1803,"m","Higher class","lawyer"
"other","very","humane",1803,"m","Higher class","lawyer"
"other","quite","light",1803,"m","Higher class","lawyer"
"other","quite","sober",1803,"m","Higher class","lawyer"
"other","very","poor",1803,"m","Higher class","lawyer"
"other","so","inclined",1803,"m","Higher class","lawyer"
"other","very","honest",1803,"m","Higher class","lawyer"
"ly ending","perfectly","new",1803,"m","Higher class","judge"
"ly ending","perfectly","honourable",1803,"m","Higher class","judge"
"other","so","partial",1803,"m","Higher class","judge"
"ly ending","highly","penal",1803,"m","Higher class","judge"
"other","quite","sufficient",1803,"m","Higher class","judge"
"other","most","extended",1803,"m","Higher class","judge"
"other","very","different",1803,"m","Higher class","judge"
"ly ending","perfectly","correct",1803,"m","Higher class","judge"
"other","very","great",1803,"m","Higher class","judge"
"ly ending","clearly","short",1803,"m","Higher class","judge"
"other","very","sorry",1803,"m","Higher class","witness"
"other","very","civil",1803,"m","Higher class","witness"
"other","very","extensive",1803,"m","Higher class","witness"
"ly ending","perfectly","distinct",1803,"m","Higher class","witness"
"other","too","tedious",1803,"m","Higher class","witness"
"other","very","bad",1803,"m","Higher class","witness"
"other","quite","sure",1803,"m","Higher class","witness"
"other","very","large",1803,"m","Higher class","witness"
"other","very","ill",1803,"m","Higher class","victim"
"other","very","ill",1803,"m","Higher class","witness"
"other","very","difficult",1803,"m","Higher class","victim"
"other","most","likely",1803,"m","Higher class","witness"
"other","very","great",1803,"m","Higher class","witness"
"ly ending","perfectly","safe",1803,"m","Higher class","witness"
"other","very","bulky",1803,"m","Higher class","victim"
"other","very","well",1803,"m","Higher class","witness"
"other","very","indecent",1803,"f","Lower class","victim"
"other","too","large",1803,"m","Lower class","witness"
"ly ending","entirely","ignorant",1803,"m","Lower class","defendant"
"ly ending","perfectly","steady",1803,"m","Lower class","witness"
"other","very","well",1803,"m","Lower class","witness"
"other","quite","warm",1803,"m","Higher class","witness"
"other","quite","warm",1803,"m","Higher class","witness"
"other","very","sorry",1803,"m","Higher class","witness"
"other","very","large",1803,"m","Lower class","victim"
"other","very","odd",1803,"m","Higher class","witness"
"ly ending","perfectly","satisfied",1803,"m","Higher class","witness"
"other","more","concerned",1803,"m","Higher class","witness"
"other","very","uneasy",1803,"m","Lower class","witness"
"other","very","obstinate",1803,"m","Lower class","witness"
"other","very","diseased",1803,"m","Higher class","witness"
"other","very","inflamed",1803,"m","Higher class","witness"
"other","Very","diseased",1803,"m","Higher class","witness"
"other","more","anxious",1803,"m","Lower class","witness"
"other","very","downy",1803,"m","Lower class","witness"
"other","very","likely",1803,"m","Lower class","witness"
"ly ending","positively","sure",1803,"m","Lower class","witness"
"other","very","dirty",1803,"f","Lower class","victim"
"other","very","quick",1803,"m","Lower class","witness"
"other","very","visible",1803,"m","Lower class","witness"
"other","very","heavy",1803,"m","Lower class","witness"
"other","very","abusive",1803,"m","Lower class","witness"
"other","very","anxious",1803,"m","Lower class","witness"
"other","very","quiet",1803,"m","Lower class","witness"
"other","very","sorry",1803,"m","Lower class","witness"
"other","much","later",1803,"m","Lower class","witness"
"other","remarkably","deep",1803,"m","Lower class","witness"
"other","very","ill",1803,"f","Lower class","defendant"
"other","very","sorry",1803,"m","Lower class","witness"
"other","so","good",1805,"m","Higher class","lawyer"
"other","very","fond",1805,"m","Higher class","lawyer"
"other","so","good",1805,"m","Higher class","lawyer"
"ly ending","extremely","good",1805,"m","Higher class","judge"
"other","quite","sure",1805,"m","Higher class","judge"
"other","quite","sure",1805,"m","Higher class","judge"
"other","very","ill",1805,"m","Higher class","judge"
"other","very","sure",1805,"m","Higher class","judge"
"other","very","fond",1805,"m","Higher class","judge"
"other","very","good",1805,"m","Higher class","judge"
"other","very","right",1805,"m","Higher class","judge"
"other","very","dark",1805,"m","Higher class","judge"
"other","very","dark",1805,"m","Higher class","judge"
"ly ending","extremely","bad",1805,"m","Higher class","judge"
"other","so","good",1805,"m","Higher class","judge"
"other","quite","collected",1805,"m","Higher class","judge"
"other","so","good",1805,"m","Higher class","judge"
"other","very","particular",1805,"m","Higher class","judge"
"other","very","uneasy",1805,"m","Higher class","witness"
"other","most","violent",1805,"m","Higher class","witness"
"other","most","horrid",1805,"m","Higher class","witness"
"other","very","ailing",1805,"f","Higher class","witness"
"other","very","cold",1805,"f","Higher class","witness"
"other","very","odd",1805,"f","Higher class","witness"
"other","quite","sure",1805,"f","Higher class","witness"
"other","so","good",1805,"f","Higher class","witness"
"other","very","angry",1805,"f","Higher class","witness"
"other","quite","warm",1805,"m","Higher class","victim"
"other","very","good",1805,"m","Higher class","witness"
"other","more","clear",1805,"m","Higher class","victim"
"other","so","easy",1805,"m","Higher class","victim"
"other","very","easy",1805,"m","Higher class","witness"
"ly ending","perfectly","clear",1805,"m","Higher class","victim"
"other","how","stupid",1805,"f","Lower class","witness"
"other","how","stupid",1805,"f","Lower class","witness"
"other","very","bright",1805,"m","Lower class","witness"
"other","very","light",1805,"m","Lower class","witness"
"other","very","respectable",1805,"m","Higher class","witness"
"other","most","natural",1805,"m","Higher class","witness"
"other","very","insolent",1805,"m","Higher class","witness"
"other","Very","dark",1805,"m","Higher class","witness"
"other","quite","dark",1805,"m","Higher class","witness"
"other","more","ready",1805,"m","Higher class","witness"
"other","very","near",1805,"m","Higher class","witness"
"other","very","dark",1805,"m","Higher class","witness"
"other","very","dark",1805,"m","Lower class","witness"
"other","quite","sure",1805,"m","Lower class","witness"
"other","very","passable",1805,"m","Lower class","victim"
"other","very","wrong",1805,"m","Lower class","victim"
"other","very","bad",1805,"m","Lower class","defendant"
"other","very","uneasy",1805,"m","Lower class","witness"
"other","very","thick",1805,"m","Lower class","witness"
"other","remarkably","ill",1807,"m","Higher class","defendant"
"other","very","good",1807,"m","Higher class","victim"
"other","very","ill",1807,"m","Higher class","victim"
"other","very","sorry",1807,"f","Higher class","defendant"
"other","very","odd",1807,"m","Higher class","lawyer"
"other","quite","sober",1807,"m","Higher class","lawyer"
"other","quite","sure",1807,"m","Higher class","lawyer"
"other","so","late",1807,"m","Higher class","lawyer"
"other","quite","sure",1807,"m","Higher class","lawyer"
"other","so","rude",1807,"m","Higher class","lawyer"
"other","most","wicked",1807,"m","Higher class","lawyer"
"other","so","angry",1807,"m","Higher class","lawyer"
"other","very","good",1807,"m","Higher class","lawyer"
"other","very","ill",1807,"m","Higher class","lawyer"
"other","so","good",1807,"m","Higher class","lawyer"
"other","quite","sure",1807,"m","Higher class","lawyer"
"other","very","good",1807,"m","Higher class","lawyer"
"other","so","good",1807,"m","Higher class","lawyer"
"other","quite","sure",1807,"m","Higher class","lawyer"
"other","quite","sure",1807,"m","Higher class","judge"
"other","so","frequent",1807,"m","Higher class","judge"
"other","very","natural",1807,"m","Higher class","judge"
"other","so","good",1807,"m","Higher class","judge"
"ly ending","extremely","pressing",1807,"m","Higher class","judge"
"other","very","right",1807,"m","Higher class","judge"
"other","quite","sure",1807,"m","Higher class","judge"
"other","very","different",1807,"m","Higher class","judge"
"other","quite","sure",1807,"m","Higher class","judge"
"other","very","quick",1807,"f","Lower class","witness"
"other","so","infirm",1807,"f","Lower class","victim"
"other","very","sorry",1807,"m","Higher class","witness"
"other","so","good",1807,"f","Higher class","witness"
"other","wide","open",1807,"m","Higher class","victim"
"other","very","good",1807,"m","Higher class","victim"
"other","too","green",1807,"m","Higher class","witness"
"other","very","good",1807,"m","Higher class","witness"
"other","very","large",1807,"m","Higher class","victim"
"other","quite","positive",1807,"m","Higher class","victim"
"other","very","difficult",1807,"m","Higher class","victim"
"other","very","close",1807,"m","Higher class","victim"
"other","very","amourous",1807,"m","Higher class","victim"
"other","very","uneasy",1807,"m","Higher class","victim"
"other","so","bad",1807,"m","Higher class","victim"
"other","very","sorry",1807,"m","Higher class","victim"
"other","very","wrong",1807,"m","Higher class","witness"
"other","very","loose",1807,"m","Higher class","witness"
"other","quite","sure",1807,"m","Higher class","witness"
"other","very","unusual",1807,"m","Higher class","witness"
"other","very","drunk",1807,"m","Higher class","victim"
"other","very","pleasant",1807,"f","Lower class","witness"
"other","very","high",1807,"f","Lower class","witness"
"other","very","happy",1807,"f","Lower class","witness"
"other","very","bad",1807,"f","Lower class","defendant"
"other","very","sorry",1807,"f","Lower class","witness"
"other","very","different",1807,"m","Lower class","witness"
"other","very","unpleasant",1807,"m","Lower class","witness"
"other","very","sorry",1807,"m","Lower class","witness"
"other","very","dark",1807,"f","Lower class","witness"
"other","very","sorry",1807,"m","Lower class","witness"
"other","very","muddy",1807,"m","Higher class","witness"
"other","very","restless",1807,"m","Higher class","witness"
"other","so","restless",1807,"m","Higher class","witness"
"other","more","damp",1807,"m","Higher class","witness"
"other","so","restless",1807,"m","Higher class","witness"
"other","very","sorry",1807,"m","Higher class","witness"
"other","very","dark",1807,"m","Higher class","witness"
"other","so","desperate",1807,"m","Higher class","witness"
"other","very","sorry",1807,"m","Higher class","witness"
"other","very","sharp",1807,"m","Higher class","witness"
"other","very","abusive",1807,"m","Higher class","witness"
"other","quite","flat",1807,"m","Higher class","witness"
"other","very","willing",1807,"m","Higher class","witness"
"other","very","sorry",1807,"m","Lower class","witness"
"other","very","glad",1807,"m","Lower class","victim"
"other","very","tipsey",1807,"m","Lower class","victim"
"other","so","violent",1807,"m","Lower class","witness"
"other","most","likely",1807,"m","Lower class","witness"
"other","very","certain",1807,"m","Lower class","victim"
"other","quite","certain",1807,"m","Lower class","victim"
"other","very","great",1807,"m","Lower class","victim"
"other","very","industerious",1807,"m","Lower class","victim"
"other","very","industrious",1807,"m","Lower class","victim"
"other","very","willing",1807,"m","Lower class","victim"
"other","so","young",1807,"m","Lower class","victim"
"other","quite","fast",1807,"m","Lower class","witness"
"other","very","near",1807,"m","Lower class","victim"
"ly ending","perfectly","sensible",1807,"m","Lower class","victim"
"other","so","decent",1807,"m","Lower class","victim"
"ly ending","totally","innocent",1807,"m","Lower class","defendant"
"other","so","old",1807,"f","Lower class","defendant"
"other","very","innocent",1807,"f","Lower class","defendant"
"other","most","deceitful",1807,"m","Lower class","defendant"
"other","most","astonishing",1807,"m","Lower class","defendant"
"other","most","likely",1807,"m","Lower class","witness"
"other","very","correct",1807,"m","Lower class","witness"
"other","very","sure",1808,"m","Higher class","lawyer"
"ly ending","perfectly","sober",1808,"m","Higher class","lawyer"
"other","well","pleased",1808,"m","Higher class","lawyer"
"other","very","ill",1808,"m","Higher class","lawyer"
"other","very","angry",1808,"m","Higher class","lawyer"
"other","too","coarse",1808,"m","Higher class","lawyer"
"other","very","angry",1808,"m","Higher class","lawyer"
"other","very","light",1808,"m","Higher class","lawyer"
"other","so","good",1808,"m","Higher class","lawyer"
"other","most","likely",1808,"m","Higher class","lawyer"
"other","very","dark",1808,"m","Higher class","lawyer"
"other","very","accurate",1808,"m","Higher class","lawyer"
"other","more","visible",1808,"m","Higher class","lawyer"
"other","quite","certain",1808,"m","Higher class","lawyer"
"other","quite","sure",1808,"m","Higher class","lawyer"
"other","very","necessary",1808,"m","Higher class","lawyer"
"other","so","dark",1808,"m","Higher class","lawyer"
"other","quite","finished",1808,"m","Higher class","lawyer"
"other","quite","sober",1808,"m","Higher class","lawyer"
"other","quite","drunk",1808,"m","Higher class","lawyer"
"other","very","drunk",1808,"m","Higher class","lawyer"
"other","more","easy",1808,"m","Higher class","lawyer"
"other","very","reluctant",1808,"m","Higher class","lawyer"
"other","so","low",1808,"m","Higher class","judge"
"other","very","dark",1808,"m","Higher class","judge"
"other","very","strange",1808,"f","Lower class","witness"
"other","very","busy",1808,"f","Higher class","victim"
"other","too","cheap",1808,"f","Higher class","victim"
"other","so","ill",1808,"m","Higher class","witness"
"other","too","high",1808,"m","Higher class","victim"
"ly ending","extremely","sorry",1808,"m","Higher class","victim"
"other","very","sorry",1808,"m","Higher class","witness"
"other","all","right",1808,"m","Higher class","victim"
"other","Very","bad",1808,"m","Higher class","victim"
"other","very","lucky",1808,"m","Higher class","witness"
"other","very","good",1808,"m","Higher class","witness"
"other","very","young",1808,"m","Higher class","witness"
"other","too","quick",1808,"m","Higher class","witness"
"other","very","uneasy",1808,"m","Higher class","witness"
"other","very","large",1808,"m","Higher class","witness"
"other","very","dark",1808,"m","Higher class","witness"
"other","very","short",1808,"m","Higher class","witness"
"other","very","easy",1808,"m","Higher class","witness"
"other","very","good",1808,"m","Higher class","witness"
"other","very","good",1808,"m","Higher class","witness"
"other","very","odd",1808,"m","Higher class","witness"
"other","very","bad",1808,"m","Higher class","witness"
"ly ending","perfectly","sure",1808,"m","Lower class","victim"
"other","very","bad",1808,"m","Lower class","witness"
"other","very","large",1808,"m","Lower class","victim"
"other","quite","sure",1808,"m","Lower class","witness"
"other","remarkably","clear",1808,"m","Lower class","victim"
"other","very","short",1808,"m","Lower class","victim"
"other","very","unlikely",1808,"m","Lower class","victim"
"other","quite","certain",1808,"m","Lower class","victim"
"other","very","great",1808,"m","Lower class","victim"
"ly ending","dangerously","ill",1808,"m","Lower class","victim"
"other","very","instant",1809,"m","Higher class","victim"
"other","so","positive",1809,"m","Higher class","lawyer"
"other","very","fair",1809,"m","Higher class","lawyer"
"ly ending","perfectly","sober",1809,"m","Higher class","lawyer"
"ly ending","certainly","living",1809,"m","Higher class","lawyer"
"other","very","cautious",1809,"m","Higher class","lawyer"
"other","so","good",1809,"m","Higher class","lawyer"
"ly ending","perfectly","open",1809,"m","Higher class","lawyer"
"other","so","indecent",1809,"m","Higher class","lawyer"
"other","quite","sure",1809,"m","Higher class","lawyer"
"other","quite","sure",1809,"m","Higher class","lawyer"
"other","very","busy",1809,"f","Higher class","victim"
"other","very","plain",1809,"f","Lower class","witness"
"other","too","large",1809,"m","Lower class","victim"
"ly ending","perfectly","sensible",1809,"m","Lower class","victim"
"ly ending","perfectly","sure",1809,"m","Lower class","victim"
"other","very","heavy",1809,"m","Higher class","witness"
"other","too","large",1809,"m","Higher class","witness"
"other","quite","intoxicated",1809,"m","Higher class","witness"
"other","very","fair",1809,"m","Higher class","witness"
"other","very","industrious",1809,"m","Higher class","witness"
"other","very","particular",1809,"m","Higher class","witness"
"other","quite","ignorant",1809,"m","Higher class","witness"
"other","quite","sensible",1809,"m","Higher class","victim"
"other","quite","sure",1809,"m","Higher class","witness"
"other","very","strange",1809,"m","Higher class","witness"
"other","more","likely",1809,"m","Higher class","witness"
"other","very","plain",1809,"m","Lower class","witness"
"other","very","remarkable",1809,"m","Lower class","witness"
"other","so","bad",1809,"m","Lower class","witness"
"other","so","tired",1809,"m","Lower class","defendant"
"other","very","small",1809,"m","Lower class","witness"
"other","too","dear",1809,"m","Lower class","witness"
"other","quite","sure",1809,"m","Lower class","witness"
"other","quite","sober",1809,"m","Lower class","victim"
"other","very","low",1809,"m","Lower class","witness"
"other","very","dark",1809,"m","Lower class","victim"
"other","very","sorry",1809,"m","Lower class","victim"
"ly ending","perfectly","sober",1809,"m","Lower class","victim"
"ly ending","perfectly","sober",1809,"m","Lower class","victim"
"ly ending","totally","insensible",1810,"m","Higher class","witness"
"other","so","broad",1810,"m","Higher class","witness"
"other","very","trifling",1810,"m","Higher class","witness"
"other","so","good",1810,"m","Higher class","lawyer"
"other","so","disposed",1810,"m","Higher class","lawyer"
"other","very","honest",1810,"m","Higher class","lawyer"
"other","very","bad",1810,"m","Higher class","lawyer"
"other","wide","open",1810,"m","Higher class","lawyer"
"other","so","deaf",1810,"m","Higher class","lawyer"
"other","too","short",1810,"m","Higher class","lawyer"
"other","altogether","frequent",1810,"m","Higher class","lawyer"
"other","very","tender",1810,"m","Higher class","lawyer"
"other","quite","sure",1810,"m","Higher class","lawyer"
"other","quite","sure",1810,"m","Higher class","lawyer"
"other","too","warm",1810,"m","Higher class","lawyer"
"other","quite","clear",1810,"m","Higher class","judge"
"other","very","impertinent",1810,"m","Higher class","judge"
"other","very","glad",1810,"m","Higher class","witness"
"other","very","sailor-like",1810,"m","Lower class","witness"
"other","very","cheap",1810,"m","Higher class","victim"
"other","very","knowing",1810,"m","Higher class","victim"
"other","very","poor",1810,"m","Higher class","witness"
"other","very","aukward",1810,"m","Higher class","victim"
"other","too","fine",1810,"m","Higher class","victim"
"other","quite","new",1810,"m","Higher class","victim"
"other","very","close",1810,"m","Higher class","victim"
"other","quite","certain",1810,"m","Higher class","victim"
"other","very","desirous",1810,"m","Higher class","victim"
"ly ending","particularly","busy",1810,"m","Higher class","victim"
"other","very","close",1810,"m","Higher class","witness"
"other","very","particular",1810,"m","Higher class","witness"
"other","quite","sure",1810,"m","Higher class","witness"
"other","very","short",1810,"f","Higher class","witness"
"other","very","black",1810,"m","Lower class","witness"
"other","very","bad",1810,"m","Lower class","witness"
"other","so","great",1810,"f","Lower class","defendant"
"other","so","drunk",1810,"m","Higher class","witness"
"other","quite","sober",1810,"m","Higher class","witness"
"other","very","consistent",1810,"m","Higher class","witness"
"other","quite","sure",1810,"m","Higher class","witness"
"other","so","good",1810,"m","Higher class","witness"
"other","very","sorry",1810,"m","Higher class","witness"
"other","very","sorry",1810,"m","Higher class","witness"
"other","so","close",1810,"m","Higher class","witness"
"other","very","glad",1810,"m","Higher class","witness"
"other","quite","close",1810,"m","Higher class","witness"
"other","very","full",1810,"m","Lower class","victim"
"other","very","sorry",1810,"m","Lower class","victim"
"other","very","tipsey",1810,"m","Lower class","witness"
"ly ending","perfectly","sober",1810,"m","Higher class","victim"
"other","very","honest",1810,"m","Lower class","victim"
"other","very","wet",1810,"f","Lower class","witness"
"other","very","short",1810,"m","Lower class","victim"
"other","very","different",1810,"m","Lower class","victim"
"other","very","heavy",1810,"m","Lower class","victim"
"other","too","dear",1810,"m","Lower class","defendant"
"other","very","great",1811,"m","Higher class","witness"
"other","very","attentive",1811,"m","Higher class","witness"
"other","very","quick",1811,"m","Higher class","witness"
"other","very","faint",1811,"m","Higher class","witness"
"other","very","large",1811,"m","Higher class","witness"
"other","very","thin",1811,"m","Higher class","victim"
"other","very","accurate",1811,"m","Higher class","victim"
"other","very","thin",1811,"m","Higher class","lawyer"
"other","quite","certain",1811,"m","Higher class","lawyer"
"ly ending","perfectly","sober",1811,"m","Higher class","lawyer"
"other","quite","sure",1811,"m","Higher class","lawyer"
"other","very","bad",1811,"m","Higher class","lawyer"
"other","quite","sure",1811,"m","Higher class","judge"
"other","more","humane",1811,"m","Higher class","judge"
"ly ending","particularly","strict",1811,"m","Lower class","witness"
"other","quite","certain",1811,"m","Higher class","victim"
"other","very","quick",1811,"m","Higher class","victim"
"other","very","light",1811,"m","Higher class","victim"
"other","very","ill",1811,"f","Higher class","witness"
"other","very","rough",1811,"m","Higher class","victim"
"other","too","cumbersome",1811,"m","Higher class","witness"
"other","more","severe",1811,"m","Higher class","victim"
"other","very","familiar",1811,"m","Higher class","victim"
"other","very","troublesome",1811,"m","Higher class","victim"
"other","very","dark",1811,"m","Higher class","witness"
"other","so","good",1811,"m","Higher class","witness"
"other","very","ill",1811,"m","Higher class","witness"
"other","too","powerful",1811,"m","Higher class","witness"
"other","quite","positive",1811,"m","Higher class","witness"
"other","quite","close",1811,"m","Higher class","witness"
"other","quite","positive",1811,"m","Higher class","witness"
"other","very","discreet",1811,"m","Lower class","victim"
"ly ending","perfectly","sober",1811,"m","Lower class","victim"
"other","so","different",1811,"m","Lower class","victim"
"other","too","big",1811,"m","Lower class","victim"
"other","quite","sure",1811,"m","Lower class","witness"
"other","very","serious",1812,"m","Higher class","witness"
"other","so","positive",1812,"m","Higher class","witness"
"ly ending","entirely","free",1812,"m","Higher class","witness"
"other","very","trifling",1812,"m","Higher class","witness"
"other","very","sorry",1812,"m","Higher class","witness"
"other","much","better",1812,"m","Higher class","witness"
"other","very","quiet",1812,"m","Higher class","witness"
"other","very","obstinate",1812,"m","Higher class","witness"
"other","more","quiet",1812,"m","Higher class","witness"
"other","more","characteristic",1812,"m","Higher class","witness"
"other","very","common",1812,"m","Higher class","witness"
"other","more","likely",1812,"m","Higher class","witness"
"other","quite","satisfied",1812,"m","Higher class","witness"
"other","very","common",1812,"m","Higher class","lawyer"
"other","quite","discoverable",1812,"m","Higher class","lawyer"
"other","so","good",1812,"m","Higher class","lawyer"
"other","very","implicit",1812,"m","Higher class","lawyer"
"other","quite","correct",1812,"m","Higher class","lawyer"
"other","very","honest",1812,"m","Higher class","lawyer"
"other","so","fortunate",1812,"m","Higher class","lawyer"
"other","so","good",1812,"m","Higher class","lawyer"
"other","quite","sure",1812,"m","Higher class","lawyer"
"other","very","improper",1812,"m","Higher class","lawyer"
"other","more","private",1812,"m","Higher class","lawyer"
"other","more","private",1812,"m","Higher class","lawyer"
"other","very","incoherent",1812,"m","Higher class","lawyer"
"other","very","abrupt",1812,"m","Higher class","lawyer"
"other","quite","sure",1812,"m","Higher class","lawyer"
